Location,ApertureWidth,ApertureLength,Circularity,N.Telochonc.Whorls,Whorl.First.Primary,N.Primary.Whorls,Whorl.Axial.Striae,Whorl.Tertiary.Groove,Whorl.Spiral.Striae
Ghana,3.8,5.1,0.75,6,1,5,1,5,4
Ghana,3.3,4.8,0.69,5,1,2,1,5,4
Ghana,3.1,4.3,0.72,5,2,5,1,0,5
Ghana,3.1,4.2,0.74,6,1,4,1,6,3
Ghana,3.8,5.1,0.75,6,2,5,1,6,5
Ghana,4.2,5.8,0.72,7,3,7,1,7,7
Ghana,4.3,5.5,0.78,6,1,4,1,5,4
Ghana,4,5.8,0.69,6,1,3,1,5,4
Ghana,3.2,5,0.64,6,2,5,1,6,4
Ghana,4,5.4,0.74,6,2,3,1,5,5
Ghana,3.8,4.9,0.78,6,1,5,1,6,5
Ghana,3.7,4.8,0.77,6,1,4,1,6,5
Ghana,3.9,5.8,0.67,6,1,4,1,6,6
Ghana,3.6,5.2,0.69,6,1,5,1,5,4
Ghana,4.5,5.9,0.76,7,2,4,1,6,6
Ghana,3.4,4.6,0.74,5,1,4,1,4,4
Ghana,5.1,6.7,0.76,6,1,4,1,5,4
Ghana,3.7,5.3,0.7,6,1,4,1,6,4
Ghana,2.8,4.3,0.65,5,2,6,1,5,5
Ghana,3.2,4.3,0.74,6,2,3,2,6,5
Ghana,3.9,5.6,0.7,6,2,4,1,6,5
Ghana,3.5,4.7,0.74,6,2,4,1,6,5
Ghana,3.6,5.7,0.63,5,2,4,1,5,5
Ghana,3.2,4.5,0.71,5,2,4,1,5,4
Ghana,3.7,5.4,0.69,6,2,6,2,6,4
Ghana,3.7,4.9,0.76,6,1,3,1,6,5
Ghana,3.85,6,0.64,6,2,4,1,6,5
Ghana,4,5.1,0.78,6,3,4,2,6,0
Ghana,3.5,5,0.7,6,2,4,1,5,0
Ghana,4.1,5.9,0.69,6,1,3,1,5,4
Ghana,4,5.4,0.74,6,1,2,1,5,5
Ghana,3.6,5.2,0.69,6,1,4,1,6,5
Ghana,4.1,6.1,0.67,6,2,4,2,6,5
Ghana,4,5.5,0.73,6,1,5,1,6,5
Ghana,1.8,2.3,0.78,4,1,4,1,0,0
Ghana,3.1,5,0.62,6,2,2,1,6,5
Ghana,3.6,5.2,0.69,6,2,3,2,6,5
Ghana,4.1,5.9,0.69,6,2,7,1,5,4
Ghana,3.9,6.1,0.64,6,1,4,1,5,4
Ghana,4.1,6,0.68,6,2,5,1,5,5
Ghana,4,6,0.67,6,1,3,1,5,5
